[2024-10-30 10:56:30] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-10-30 10:56:30] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, create_zip_archive, wrapup
[2024-10-30 10:56:30] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-10-30 10:56:31] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-10-30 10:56:31] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-10-30 10:56:31] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-10-30 10:56:31] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790\
[2024-10-30 10:56:31] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/Christmas/
[2024-10-30 10:56:47] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Christmas/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.css?simply_static_page=167
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.css?simply_static_page=167
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:103] Filesize: 734 bytes
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.css
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\chaitali\AppData\Local\Temp/672210ef95d37-nZ9gP5.tmp to C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.css
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:159] Adding 5 URLs to the queue
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 10:56:47] [class-ss-page.php:119] Checking Content Identical:108f8e3f02a6096a38bda5e10e54acf9765d56c5===. Value: FALSE
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css
[2024-10-30 10:56:47] [class-ss-task.php:58] [PAGES STATUS] Remaining:33; Total: 638
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\chaitali\AppData\Local\Temp/672210efa0394-KtDPDk.tmp
[2024-10-30 10:56:47] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Christmas/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?simply_static_page=168
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?simply_static_page=168
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:103] Filesize: 677 bytes
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\chaitali\AppData\Local\Temp/672210efa0394-KtDPDk.tmp to C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:159] Adding 5 URLs to the queue
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 10:56:47] [class-ss-page.php:119] Checking Content Identical:b5f3054349c518495965d5a8448be3384e5c2142===. Value: FALSE
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css
[2024-10-30 10:56:47] [class-ss-task.php:58] [PAGES STATUS] Remaining:32; Total: 638
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\chaitali\AppData\Local\Temp/672210efaae82-37fMla.tmp
[2024-10-30 10:56:47] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Christmas/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css?simply_static_page=169
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css?simply_static_page=169
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:103] Filesize: 727 bytes
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\chaitali\AppData\Local\Temp/672210efaae82-37fMla.tmp to C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:159] Adding 5 URLs to the queue
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 10:56:47] [class-ss-page.php:119] Checking Content Identical:bda31b9fd15d3c659c87549f440d2093ba20e593===. Value: FALSE
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css
[2024-10-30 10:56:47] [class-ss-task.php:58] [PAGES STATUS] Remaining:31; Total: 638
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\chaitali\AppData\Local\Temp/672210efb4be7-VxCoXT.tmp
[2024-10-30 10:56:47] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Christmas/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?simply_static_page=170
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?simply_static_page=170
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:103] Filesize: 669 bytes
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\chaitali\AppData\Local\Temp/672210efb4be7-VxCoXT.tmp to C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:159] Adding 5 URLs to the queue
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 10:56:47] [class-ss-page.php:119] Checking Content Identical:c4109e860e08c63b42e6d6fcc943de0eb89b01bd===. Value: FALSE
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/lib/font-awesome/css/svg-with-js.css
[2024-10-30 10:56:47] [class-ss-task.php:58] [PAGES STATUS] Remaining:30; Total: 638
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\chaitali\AppData\Local\Temp/672210efbd93e-7cvORK.tmp
[2024-10-30 10:56:47] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Christmas/wp-content/plugins/elementor/assets/lib/font-awesome/css/svg-with-js.css?simply_static_page=171
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/lib/font-awesome/css/svg-with-js.css?simply_static_page=171
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:103] Filesize: 8077 bytes
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/css/svg-with-js.css
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\chaitali\AppData\Local\Temp/672210efbd93e-7cvORK.tmp to C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790/wp-content/plugins/elementor/assets/lib/font-awesome/css/svg-with-js.css
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 10:56:47] [class-ss-page.php:119] Checking Content Identical:8f4703f04eec9e4fc7909fc19313bf4676c30ba2===. Value: FALSE
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/lib/font-awesome/css/svg-with-js.min.css
[2024-10-30 10:56:47] [class-ss-task.php:58] [PAGES STATUS] Remaining:29; Total: 638
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\chaitali\AppData\Local\Temp/672210efc5879-kU4WCr.tmp
[2024-10-30 10:56:47] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Christmas/wp-content/plugins/elementor/assets/lib/font-awesome/css/svg-with-js.min.css?simply_static_page=172
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/lib/font-awesome/css/svg-with-js.min.css?simply_static_page=172
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:103] Filesize: 6359 bytes
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/css/svg-with-js.min.css
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\chaitali\AppData\Local\Temp/672210efc5879-kU4WCr.tmp to C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790/wp-content/plugins/elementor/assets/lib/font-awesome/css/svg-with-js.min.css
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 10:56:47] [class-ss-page.php:119] Checking Content Identical:e0c5a2beacac5bce8742eda5af49cbcd9f53b9a7===. Value: FALSE
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.css
[2024-10-30 10:56:47] [class-ss-task.php:58] [PAGES STATUS] Remaining:28; Total: 638
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\chaitali\AppData\Local\Temp/672210efcddc2-MZNaBn.tmp
[2024-10-30 10:56:47] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Christmas/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.css?simply_static_page=173
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.css?simply_static_page=173
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:103] Filesize: 41312 bytes
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.css
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\chaitali\AppData\Local\Temp/672210efcddc2-MZNaBn.tmp to C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.css
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 10:56:47] [class-ss-page.php:119] Checking Content Identical:868b6fe74f185178163778ddfef58216798984ba===. Value: FALSE
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css
[2024-10-30 10:56:47] [class-ss-task.php:58] [PAGES STATUS] Remaining:27; Total: 638
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\chaitali\AppData\Local\Temp/672210efd9a1c-EGoQxG.tmp
[2024-10-30 10:56:47] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Christmas/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?simply_static_page=174
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?simply_static_page=174
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:103] Filesize: 26702 bytes
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\chaitali\AppData\Local\Temp/672210efd9a1c-EGoQxG.tmp to C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 10:56:47] [class-ss-page.php:119] Checking Content Identical:f22de0af271eba636a022c873c94fbcd81b4c89a===. Value: FALSE
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.eot
[2024-10-30 10:56:47] [class-ss-task.php:58] [PAGES STATUS] Remaining:26; Total: 638
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\chaitali\AppData\Local\Temp/672210efe7676-pBx3Y0.tmp
[2024-10-30 10:56:47] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Christmas/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.eot?simply_static_page=175
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.eot?simply_static_page=175
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:103] Filesize: 165742 bytes
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/vnd.ms-fontobject
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.eot
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\chaitali\AppData\Local\Temp/672210efe7676-pBx3Y0.tmp to C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.eot
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 10:56:47] [class-ss-page.php:119] Checking Content Identical:d980c2ce873dc43af460d4d572d441304499f400===. Value: FALSE
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.svg
[2024-10-30 10:56:47] [class-ss-task.php:58] [PAGES STATUS] Remaining:25; Total: 638
[2024-10-30 10:56:47] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\chaitali\AppData\Local\Temp/672210efeea5f-thcGdN.tmp
[2024-10-30 10:56:47] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Christmas/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.svg?simply_static_page=176
[2024-10-30 10:56:47] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.svg?simply_static_page=176
[2024-10-30 10:56:48] [class-ss-url-fetcher.php:103] Filesize: 444379 bytes
[2024-10-30 10:56:48] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-30 10:56:48] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.svg
[2024-10-30 10:56:48] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\chaitali\AppData\Local\Temp/672210efeea5f-thcGdN.tmp to C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.svg
[2024-10-30 10:56:48] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 10:56:48] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 10:56:48] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 10:56:48] [class-ss-page.php:119] Checking Content Identical:98a8aa5cf7d62c2eff5f07ede8d844b874ef06ed===. Value: FALSE
[2024-10-30 10:56:48] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.ttf
[2024-10-30 10:56:48] [class-ss-task.php:58] [PAGES STATUS] Remaining:24; Total: 638
[2024-10-30 10:56:48] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 10:56:48] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\chaitali\AppData\Local\Temp/672210f011c6d-9NjpC6.tmp
[2024-10-30 10:56:48] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Christmas/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.ttf?simply_static_page=177
[2024-10-30 10:56:48] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.ttf?simply_static_page=177
[2024-10-30 10:56:48] [class-ss-url-fetcher.php:103] Filesize: 165548 bytes
[2024-10-30 10:56:48] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/ttf
[2024-10-30 10:56:48] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.ttf
[2024-10-30 10:56:48] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\chaitali\AppData\Local\Temp/672210f011c6d-9NjpC6.tmp to C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.ttf
[2024-10-30 10:56:48] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 10:56:48] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 10:56:48] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 10:56:48] [class-ss-page.php:119] Checking Content Identical:13b1eab65a983c7a73bc7997c479d66943f7c6cb===. Value: FALSE
[2024-10-30 10:56:48] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.woff
[2024-10-30 10:56:48] [class-ss-task.php:58] [PAGES STATUS] Remaining:23; Total: 638
[2024-10-30 10:56:48] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 10:56:48] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\chaitali\AppData\Local\Temp/672210f0191b2-nf5fZM.tmp
[2024-10-30 10:56:48] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Christmas/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.woff?simply_static_page=178
[2024-10-30 10:56:48] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.woff?simply_static_page=178
[2024-10-30 10:56:48] [class-ss-url-fetcher.php:103] Filesize: 98024 bytes
[2024-10-30 10:56:48] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/woff
[2024-10-30 10:56:48] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.woff
[2024-10-30 10:56:48] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\chaitali\AppData\Local\Temp/672210f0191b2-nf5fZM.tmp to C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.woff
[2024-10-30 10:56:48] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 10:56:48] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 10:56:48] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 10:56:48] [class-ss-page.php:119] Checking Content Identical:28b782240b3e76db824e12c02754a9731a167527===. Value: FALSE
[2024-10-30 10:56:48] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.woff2
[2024-10-30 10:56:48] [class-ss-task.php:58] [PAGES STATUS] Remaining:22; Total: 638
[2024-10-30 10:56:48] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 10:56:48] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\chaitali\AppData\Local\Temp/672210f01ff29-XQhMwo.tmp
[2024-10-30 10:56:48] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Christmas/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.woff2?simply_static_page=179
[2024-10-30 10:56:48] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.woff2?simply_static_page=179
[2024-10-30 10:56:48] [class-ss-url-fetcher.php:103] Filesize: 77160 bytes
[2024-10-30 10:56:48] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/woff2
[2024-10-30 10:56:48] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.woff2
[2024-10-30 10:56:48] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\chaitali\AppData\Local\Temp/672210f01ff29-XQhMwo.tmp to C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.woff2
[2024-10-30 10:56:48] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 10:56:48] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 10:56:48] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 10:56:48] [class-ss-page.php:119] Checking Content Identical:d6f48cba7d076fb6f2fd6ba993a75b9dc1ecbf0c===. Value: FALSE
[2024-10-30 10:56:48] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/FontAwesome.otf
[2024-10-30 10:56:48] [class-ss-task.php:58] [PAGES STATUS] Remaining:21; Total: 638
[2024-10-30 10:56:48] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 10:56:48] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\chaitali\AppData\Local\Temp/672210f026cd6-rm9qUr.tmp
[2024-10-30 10:56:48] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Christmas/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/FontAwesome.otf?simply_static_page=180
[2024-10-30 10:56:48] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/FontAwesome.otf?simply_static_page=180
[2024-10-30 10:56:48] [class-ss-url-fetcher.php:103] Filesize: 134808 bytes
[2024-10-30 10:56:48] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/otf
[2024-10-30 10:56:48] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/fonts/FontAwesome.otf
[2024-10-30 10:56:48] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\chaitali\AppData\Local\Temp/672210f026cd6-rm9qUr.tmp to C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/FontAwesome.otf
